mouse_consent.x,mouse_consent.y,mouse_consent.leftButton,mouse_consent.midButton,mouse_consent.rightButton,mouse_consent.time,mouse_consent.clicked_name,key_resp_introduction.keys,key_resp_introduction.rt,key_resp_instructions.keys,key_resp_instructions.rt,example_resp.keys,example_resp.rt,example_resp_2.keys,example_resp_2.rt,pol1,pol2,pol3,pol4,pol5,pol6,key_resp_monotonicity.keys,key_resp_monotonicity.corr,key_resp_monotonicity.rt,condition.thisRepN,condition.thisTrialN,condition.thisN,condition.thisIndex,condition.ran,condition.order,condFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,obj1,obj2,obj3,obj4,obj5,obj6,corrAns,quantifier,target,Prolific_ID*,gender,age,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,break_look.thisRepN,break_look.thisTrialN,break_look.thisN,break_look.thisIndex,break_look.ran,break_look.order,key_resp_instruction_test.keys,key_resp_instruction_test.rt,size_rep.keys,size_rep.rt,rep_test.keys,rep_test.corr,rep_test.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,test_trials.order,s1,s2,s3,s4,s5,s6,col,typedWord
0.390820312,-0.394019097,1,0,0,9.441999912,consent_button,space,6.04399991,space,24.27599978,space,5.349999905,space,6.819999933,"[-0.1,0]","[0.3,0]","[-0.5,0]","[-0.3,0]","[0.1,0]","[0.5,0]",c,0,5.022000074,1,0,8,2,1,7,non_convex_b3_v2.xlsx,2,0,12,0,1,11,green,green,green,green,green,red,m,noncon,red,5c4a51a13165f900012961d0,female,27,2020-03-26_11h17.26.733,non-convex_v1,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.1,0]","[-0.5,0]","[0.3,0]","[-0.3,0]","[0.5,0]","[-0.1,0]",m,1,2.605000019,1,0,8,2,1,7,non_convex_b3_v2.xlsx,2,0,12,1,1,11,green,green,green,green,red,red,m,noncon,red,5c4a51a13165f900012961d0,female,27,2020-03-26_11h17.26.733,non-convex_v1,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.5,0]","[0.3,0]","[-0.5,0]","[0.1,0]","[-0.1,0]","[-0.3,0]",c,1,1.45299983,1,0,8,2,1,7,non_convex_b3_v2.xlsx,2,0,12,4,1,11,green,red,red,red,red,red,c,noncon,red,5c4a51a13165f900012961d0,female,27,2020-03-26_11h17.26.733,non-convex_v1,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.1,0]","[0.3,0]","[0.5,0]","[0.1,0]","[-0.5,0]","[-0.3,0]",c,0,1.772000074,1,0,8,2,1,7,non_convex_b3_v2.xlsx,2,0,12,5,1,11,red,red,red,red,red,red,m,noncon,red,5c4a51a13165f900012961d0,female,27,2020-03-26_11h17.26.733,non-convex_v1,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.5,0]","[0.3,0]","[0.5,0]","[-0.1,0]","[-0.3,0]","[0.1,0]",m,0,2.025999784,1,0,8,2,1,7,non_convex_b3_v2.xlsx,2,0,12,3,1,11,green,green,red,red,red,red,c,noncon,red,5c4a51a13165f900012961d0,female,27,2020-03-26_11h17.26.733,non-convex_v1,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.5,0]","[-0.1,0]","[0.1,0]","[-0.3,0]","[0.5,0]","[0.3,0]",m,0,1.01699996,1,0,8,2,1,7,non_convex_b3_v2.xlsx,2,0,12,2,1,11,green,green,green,red,red,red,c,noncon,red,5c4a51a13165f900012961d0,female,27,2020-03-26_11h17.26.733,non-convex_v1,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.1,0]","[0.5,0]","[-0.5,0]","[-0.3,0]","[0.3,0]","[0.1,0]",m,1,0.86500001,1,0,8,2,1,7,non_convex_b3_v2.xlsx,2,0,12,1,1,11,green,green,green,green,red,red,m,noncon,red,5c4a51a13165f900012961d0,female,27,2020-03-26_11h17.26.733,non-convex_v1,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.1,0]","[-0.5,0]","[0.3,0]","[0.5,0]","[-0.3,0]","[-0.1,0]",c,1,1.233999968,1,0,8,2,1,7,non_convex_b3_v2.xlsx,2,0,12,4,1,11,green,red,red,red,red,red,c,noncon,red,5c4a51a13165f900012961d0,female,27,2020-03-26_11h17.26.733,non-convex_v1,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.3,0]","[0.1,0]","[-0.3,0]","[-0.1,0]","[0.5,0]","[-0.5,0]",c,1,1.267999887,1,0,8,2,1,7,non_convex_b3_v2.xlsx,2,0,12,2,1,11,green,green,green,red,red,red,c,noncon,red,5c4a51a13165f900012961d0,female,27,2020-03-26_11h17.26.733,non-convex_v1,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.3,0]","[0.1,0]","[-0.1,0]","[0.5,0]","[-0.5,0]","[-0.3,0]",c,0,1.085999966,1,0,8,2,1,7,non_convex_b3_v2.xlsx,2,0,12,5,1,11,red,red,red,red,red,red,m,noncon,red,5c4a51a13165f900012961d0,female,27,2020-03-26_11h17.26.733,non-convex_v1,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.3,0]","[-0.5,0]","[0.3,0]","[-0.1,0]","[0.5,0]","[0.1,0]",c,1,3.238999844,1,0,8,2,1,7,non_convex_b3_v2.xlsx,2,0,12,3,1,11,green,green,red,red,red,red,c,noncon,red,5c4a51a13165f900012961d0,female,27,2020-03-26_11h17.26.733,non-convex_v1,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.3,0]","[-0.1,0]","[-0.5,0]","[0.1,0]","[0.5,0]","[0.3,0]",m,1,6.269000053,1,0,8,2,1,7,non_convex_b3_v2.xlsx,2,0,12,0,1,11,green,green,green,green,green,red,m,noncon,red,5c4a51a13165f900012961d0,female,27,2020-03-26_11h17.26.733,non-convex_v1,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,0,8,2,1,7,non_convex_b3_v2.xlsx,,,,,,,,,,,,,,,,5c4a51a13165f900012961d0,female,27,2020-03-26_11h17.26.733,non-convex_v1,3.2.4,MacIntel,60,space,1.070999861,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,0,8,2,1,7,non_convex_b3_v2.xlsx,,,,,,,,,,,,,,,,5c4a51a13165f900012961d0,female,27,2020-03-26_11h17.26.733,non-convex_v1,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
