mouse_consent.x,mouse_consent.y,mouse_consent.leftButton,mouse_consent.midButton,mouse_consent.rightButton,mouse_consent.time,mouse_consent.clicked_name,key_resp_introduction.keys,key_resp_introduction.rt,key_resp_instructions.keys,key_resp_instructions.rt,example_resp.keys,example_resp.rt,example_resp_2.keys,example_resp_2.rt,pol1,pol2,pol3,pol4,pol5,pol6,key_resp_monotonicity.keys,key_resp_monotonicity.corr,key_resp_monotonicity.rt,condition.thisRepN,condition.thisTrialN,condition.thisN,condition.thisIndex,condition.ran,condition.order,condFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,obj1,obj2,obj3,obj4,obj5,obj6,corrAns,quantifier,target,Prolific_ID*,gender,age,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,break_look.thisRepN,break_look.thisTrialN,break_look.thisN,break_look.thisIndex,break_look.ran,break_look.order,key_resp_instruction_test.keys,key_resp_instruction_test.rt,size_rep.keys,size_rep.rt,rep_test.keys,rep_test.corr,rep_test.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,test_trials.order,s1,s2,s3,s4,s5,s6,col,typedWord
0.444444464,-0.379629643,1,0,0,11.66600013,consent_button,space,5.776000023,space,29.11500001,space,16.85800004,space,11.47300005,"[-0.1,0]","[0.1,0]","[-0.3,0]","[0.3,0]","[0.5,0]","[-0.5,0]",m,1,11.86299992,1,0,8,6,1,7,monotonicity_b7_UE_v2.xlsx,2,0,12,3,1,11,red,red,green,green,green,green,m,UE,green,5e647745fd12ef1f6e4aff08,Male,25,2020-03-24_13h57.54.268,monotonicicty_v2,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.3,0]","[0.5,0]","[0.3,0]","[-0.5,0]","[-0.1,0]","[0.1,0]",m,1,10.94200015,1,0,8,6,1,7,monotonicity_b7_UE_v2.xlsx,2,0,12,4,1,11,red,green,green,green,green,green,m,UE,green,5e647745fd12ef1f6e4aff08,Male,25,2020-03-24_13h57.54.268,monotonicicty_v2,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.3,0]","[0.1,0]","[-0.3,0]","[-0.5,0]","[0.5,0]","[-0.1,0]",m,0,13.60599995,1,0,8,6,1,7,monotonicity_b7_UE_v2.xlsx,2,0,12,1,1,11,red,red,red,red,green,green,c,UE,green,5e647745fd12ef1f6e4aff08,Male,25,2020-03-24_13h57.54.268,monotonicicty_v2,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.3,0]","[0.1,0]","[-0.1,0]","[-0.5,0]","[0.3,0]","[0.5,0]",c,1,4.679999828,1,0,8,6,1,7,monotonicity_b7_UE_v2.xlsx,2,0,12,0,1,11,red,red,red,red,red,green,c,UE,green,5e647745fd12ef1f6e4aff08,Male,25,2020-03-24_13h57.54.268,monotonicicty_v2,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.5,0]","[0.1,0]","[0.5,0]","[0.3,0]","[-0.1,0]","[-0.3,0]",c,0,7.713999987,1,0,8,6,1,7,monotonicity_b7_UE_v2.xlsx,2,0,12,5,1,11,green,green,green,green,green,green,m,UE,green,5e647745fd12ef1f6e4aff08,Male,25,2020-03-24_13h57.54.268,monotonicicty_v2,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.5,0]","[0.1,0]","[0.5,0]","[-0.3,0]","[-0.1,0]","[0.3,0]",m,0,2.9599998,1,0,8,6,1,7,monotonicity_b7_UE_v2.xlsx,2,0,12,2,1,11,red,red,red,green,green,green,c,UE,green,5e647745fd12ef1f6e4aff08,Male,25,2020-03-24_13h57.54.268,monotonicicty_v2,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.1,0]","[0.5,0]","[-0.5,0]","[-0.3,0]","[0.1,0]","[0.3,0]",c,0,8.91899991,1,0,8,6,1,7,monotonicity_b7_UE_v2.xlsx,2,0,12,5,1,11,green,green,green,green,green,green,m,UE,green,5e647745fd12ef1f6e4aff08,Male,25,2020-03-24_13h57.54.268,monotonicicty_v2,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.5,0]","[-0.3,0]","[0.5,0]","[0.1,0]","[-0.1,0]","[0.3,0]",m,1,3.970999956,1,0,8,6,1,7,monotonicity_b7_UE_v2.xlsx,2,0,12,4,1,11,red,green,green,green,green,green,m,UE,green,5e647745fd12ef1f6e4aff08,Male,25,2020-03-24_13h57.54.268,monotonicicty_v2,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.5,0]","[0.3,0]","[-0.3,0]","[-0.1,0]","[0.5,0]","[0.1,0]",c,1,4.671000004,1,0,8,6,1,7,monotonicity_b7_UE_v2.xlsx,2,0,12,0,1,11,red,red,red,red,red,green,c,UE,green,5e647745fd12ef1f6e4aff08,Male,25,2020-03-24_13h57.54.268,monotonicicty_v2,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.3,0]","[0.5,0]","[0.1,0]","[0.3,0]","[-0.5,0]","[-0.1,0]",m,0,7.217999935,1,0,8,6,1,7,monotonicity_b7_UE_v2.xlsx,2,0,12,1,1,11,red,red,red,red,green,green,c,UE,green,5e647745fd12ef1f6e4aff08,Male,25,2020-03-24_13h57.54.268,monotonicicty_v2,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.5,0]","[-0.1,0]","[-0.3,0]","[-0.5,0]","[0.1,0]","[0.3,0]",m,0,6.047999859,1,0,8,6,1,7,monotonicity_b7_UE_v2.xlsx,2,0,12,2,1,11,red,red,red,green,green,green,c,UE,green,5e647745fd12ef1f6e4aff08,Male,25,2020-03-24_13h57.54.268,monotonicicty_v2,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
