mouse_consent.x,mouse_consent.y,mouse_consent.leftButton,mouse_consent.midButton,mouse_consent.rightButton,mouse_consent.time,mouse_consent.clicked_name,key_resp_introduction.keys,key_resp_introduction.rt,key_resp_instructions.keys,key_resp_instructions.rt,example_resp.keys,example_resp.rt,example_resp_2.keys,example_resp_2.rt,pol1,pol2,pol3,pol4,pol5,pol6,key_resp_monotonicity.keys,key_resp_monotonicity.corr,key_resp_monotonicity.rt,condition.thisRepN,condition.thisTrialN,condition.thisN,condition.thisIndex,condition.ran,condition.order,condFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,obj1,obj2,obj3,obj4,obj5,obj6,corrAns,quantifier,target,Prolific_ID*,gender,age,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,break_look.thisRepN,break_look.thisTrialN,break_look.thisN,break_look.thisIndex,break_look.ran,break_look.order,key_resp_instruction_test.keys,key_resp_instruction_test.rt,size_rep.keys,size_rep.rt,rep_test.keys,rep_test.corr,rep_test.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,test_trials.order,s1,s2,s3,s4,s5,s6,col,typedWord
0.373743216,-0.411920389,1,0,0,6.530999899,consent_button,space,3.309999943,space,11.60299993,space,1.693000078,space,6.335999727,"[0.1,0]","[-0.5,0]","[0.3,0]","[0.5,0]","[-0.1,0]","[-0.3,0]",c,1,1.487999916,1,0,8,0,1,7,monotonicity_b1_UE.xlsx,2,0,12,5,1,11,red,red,red,red,red,red,c,UE,red,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.5,0]","[-0.5,0]","[0.3,0]","[-0.1,0]","[0.1,0]","[-0.3,0]",m,0,2.174999952,1,0,8,0,1,7,monotonicity_b1_UE.xlsx,2,0,12,4,1,11,blue,red,red,red,red,red,c,UE,red,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.3,0]","[0.1,0]","[0.3,0]","[-0.1,0]","[-0.5,0]","[0.5,0]",m,1,1.780999899,1,0,8,0,1,7,monotonicity_b1_UE.xlsx,2,0,12,1,1,11,blue,blue,blue,blue,red,red,m,UE,red,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.5,0]","[-0.3,0]","[0.3,0]","[0.1,0]","[-0.1,0]","[0.5,0]",c,1,1.099999905,1,0,8,0,1,7,monotonicity_b1_UE.xlsx,2,0,12,3,1,11,blue,blue,red,red,red,red,c,UE,red,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.3,0]","[-0.1,0]","[0.1,0]","[-0.5,0]","[-0.3,0]","[0.5,0]",m,1,3.893999815,1,0,8,0,1,7,monotonicity_b1_UE.xlsx,2,0,12,2,1,11,blue,blue,blue,red,red,red,m,UE,red,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.3,0]","[-0.5,0]","[-0.3,0]","[0.1,0]","[-0.1,0]","[0.5,0]",m,1,1.098999977,1,0,8,0,1,7,monotonicity_b1_UE.xlsx,2,0,12,0,1,11,blue,blue,blue,blue,blue,red,m,UE,red,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.1,0]","[0.5,0]","[0.3,0]","[-0.3,0]","[-0.5,0]","[0.1,0]",c,1,1.157000065,1,0,8,0,1,7,monotonicity_b1_UE.xlsx,2,0,12,3,1,11,blue,blue,red,red,red,red,c,UE,red,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.5,0]","[-0.3,0]","[0.3,0]","[0.5,0]","[-0.1,0]","[0.1,0]",c,1,0.881999969,1,0,8,0,1,7,monotonicity_b1_UE.xlsx,2,0,12,4,1,11,blue,red,red,red,red,red,c,UE,red,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.5,0]","[-0.1,0]","[-0.3,0]","[0.3,0]","[-0.5,0]","[0.1,0]",m,1,0.896999836,1,0,8,0,1,7,monotonicity_b1_UE.xlsx,2,0,12,0,1,11,blue,blue,blue,blue,blue,red,m,UE,red,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.1,0]","[0.3,0]","[-0.3,0]","[-0.1,0]","[0.5,0]","[-0.5,0]",m,1,1.961999893,1,0,8,0,1,7,monotonicity_b1_UE.xlsx,2,0,12,2,1,11,blue,blue,blue,red,red,red,m,UE,red,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.1,0]","[0.3,0]","[-0.5,0]","[0.5,0]","[-0.1,0]","[-0.3,0]",c,1,0.799999952,1,0,8,0,1,7,monotonicity_b1_UE.xlsx,2,0,12,5,1,11,red,red,red,red,red,red,c,UE,red,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.3,0]","[0.3,0]","[0.5,0]","[-0.5,0]","[0.1,0]","[-0.1,0]",m,1,0.865999937,1,0,8,0,1,7,monotonicity_b1_UE.xlsx,2,0,12,1,1,11,blue,blue,blue,blue,red,red,m,UE,red,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,0,8,0,1,7,monotonicity_b1_UE.xlsx,,,,,,,,,,,,,,,,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,space,1.151000023,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,0,8,0,1,7,monotonicity_b1_UE.xlsx,,,,,,,,,,,,,,,,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.5,0]","[0.1,0]","[-0.1,0]","[0.3,0]","[-0.3,0]","[0.5,0]",c,1,4.204999924,1,0,8,7,1,7,monotonicity_b8_UE.xlsx,2,0,12,3,1,11,yellow,yellow,blue,blue,blue,blue,c,UE,blue,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.1,0]","[0.3,0]","[0.1,0]","[-0.5,0]","[0.5,0]","[-0.3,0]",m,1,1.564999819,1,0,8,7,1,7,monotonicity_b8_UE.xlsx,2,0,12,2,1,11,yellow,yellow,yellow,blue,blue,blue,m,UE,blue,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.1,0]","[-0.5,0]","[0.3,0]","[-0.3,0]","[-0.1,0]","[0.5,0]",m,1,1.365999937,1,0,8,7,1,7,monotonicity_b8_UE.xlsx,2,0,12,0,1,11,yellow,yellow,yellow,yellow,yellow,blue,m,UE,blue,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.3,0]","[0.5,0]","[-0.5,0]","[0.1,0]","[-0.1,0]","[0.3,0]",m,1,1.619999886,1,0,8,7,1,7,monotonicity_b8_UE.xlsx,2,0,12,1,1,11,yellow,yellow,yellow,yellow,blue,blue,m,UE,blue,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.3,0]","[0.1,0]","[0.5,0]","[-0.5,0]","[-0.3,0]","[-0.1,0]",c,1,0.460000038,1,0,8,7,1,7,monotonicity_b8_UE.xlsx,2,0,12,4,1,11,yellow,blue,blue,blue,blue,blue,c,UE,blue,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.5,0]","[-0.5,0]","[-0.3,0]","[0.1,0]","[0.3,0]","[-0.1,0]",c,1,0.515999794,1,0,8,7,1,7,monotonicity_b8_UE.xlsx,2,0,12,5,1,11,blue,blue,blue,blue,blue,blue,c,UE,blue,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.1,0]","[-0.5,0]","[0.3,0]","[0.5,0]","[-0.3,0]","[0.1,0]",m,1,0.595000029,1,0,8,7,1,7,monotonicity_b8_UE.xlsx,2,0,12,0,1,11,yellow,yellow,yellow,yellow,yellow,blue,m,UE,blue,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.3,0]","[-0.1,0]","[0.5,0]","[0.1,0]","[0.3,0]","[-0.5,0]",c,1,0.757999897,1,0,8,7,1,7,monotonicity_b8_UE.xlsx,2,0,12,3,1,11,yellow,yellow,blue,blue,blue,blue,c,UE,blue,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[-0.5,0]","[0.1,0]","[-0.1,0]","[0.3,0]","[-0.3,0]","[0.5,0]",c,1,0.686999798,1,0,8,7,1,7,monotonicity_b8_UE.xlsx,2,0,12,4,1,11,yellow,blue,blue,blue,blue,blue,c,UE,blue,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[0.3,0]","[-0.5,0]","[-0.3,0]","[0.1,0]","[-0.1,0]","[0.5,0]",m,1,0.609999895,1,0,8,7,1,7,monotonicity_b8_UE.xlsx,2,0,12,1,1,11,yellow,yellow,yellow,yellow,blue,blue,m,UE,blue,5d97bd451998fb00157f6bc6,Female,19,2020-03-24_12h05.39.006,monotonicicty_v2,3.2.4,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
